document_id,unique_id,college,jaar,n_woorden,is_co_advies,beleidsreikwijdte,operationaliteit_rapport,beinvloedbaarheid_rapport,veldconsultatie_niveau,scenarios_aanwezig,beleidsopties_aanwezig,orde_van_verandering,aanbevelingen_aantal,probleemdefinities_aantal,meta_gevraagd_ongevraagd,meta_advies_aanvrager,meta_aanbevelingen_aantal,meta_mede_ondertekenaars_n,n_consultaties,n_beleidsopties,n_betrokken_actoren,n_unieke_actoren
9643,Raad_voor_het_Openbaar_Bestuur_603,Raad voor het Openbaar Bestuur,2006,27976,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,18,18,GEVRAAGD,MINISTER,,0,2,0,4,6
9644,Raad_voor_het_Openbaar_Bestuur_612,Raad voor het Openbaar Bestuur,2005,23367,False,intersectoraal,gemiddeld,hoog,beperkt,False,True,tweede_orde,2,20,ONBEKEND,ONBEKEND,2,0,3,7,8,11
9650,Raad_voor_het_Openbaar_Bestuur_613,Raad voor het Openbaar Bestuur,2006,22819,False,sectoraal,gemiddeld,hoog,beperkt,False,True,tweede_orde,16,9,GEVRAAGD,MINISTER,,0,3,2,1,3
9656,Raad_voor_het_Openbaar_Bestuur_614,Raad voor het Openbaar Bestuur,2005,18298,True,intersectoraal,hoog,gemiddeld,beperkt,False,False,tweede_orde,16,18,ONBEKEND,ONBEKEND,,0,9,13,5,14
9658,Raad_voor_het_Openbaar_Bestuur_622,Raad voor het Openbaar Bestuur,2005,9740,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,6,5,ONBEKEND,ONBEKEND,,0,34,7,4,36
9660,Raad_voor_het_Openbaar_Bestuur_630,Raad voor de financiële verhoudingen,2005,8722,False,sectoraal,gemiddeld,hoog,beperkt,False,True,tweede_orde,9,13,GEVRAAGD,STAATSSECRETARIS,,0,7,6,1,6
9662,Raad_voor_het_Openbaar_Bestuur_624,Raad voor het Openbaar Bestuur,2005,24534,False,intersectoraal,gemiddeld,gemiddeld,onbekend,False,False,tweede_orde,26,11,GEVRAAGD,TWEEDE_KAMER,,0,3,5,8,11
9663,Raad_voor_het_Openbaar_Bestuur_625,Raad voor het Openbaar Bestuur,2005,20292,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,15,14,ONBEKEND,ONBEKEND,,0,2,9,5,7
9676,Raad_voor_het_Openbaar_Bestuur_642,Raad voor het Openbaar Bestuur,2004,9440,False,intersectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,17,8,GEVRAAGD,MINISTER,17,0,0,0,6,6
9683,Raad_voor_het_Openbaar_Bestuur_641,Raad voor het Openbaar Bestuur,2004,30406,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,12,19,ONBEKEND,ONBEKEND,,0,5,3,3,8
9702,Raad_voor_het_Openbaar_Bestuur_668,Raad voor het Openbaar Bestuur,2003,14291,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,True,tweede_orde,37,8,GEVRAAGD,MINISTER,,0,0,3,2,2
9706,Raad_voor_het_Openbaar_Bestuur_672,Raad voor het Openbaar Bestuur,2003,16595,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,21,5,ONBEKEND,ONBEKEND,,0,2,5,2,3
9718,Raad_voor_het_Openbaar_Bestuur_685,Raad voor het Openbaar Bestuur,2003,18802,False,intersectoraal,gemiddeld,gemiddeld,onbekend,False,True,tweede_orde,15,24,ONBEKEND,ONBEKEND,,0,0,6,2,2
9720,Raad_voor_het_Openbaar_Bestuur_687,Raad voor het Openbaar Bestuur,2003,16141,False,intersectoraal,hoog,gemiddeld,beperkt,False,True,tweede_orde,30,9,GEVRAAGD,MINISTER,,0,8,4,2,10
9721,Raad_voor_het_Openbaar_Bestuur_690,Raad voor de financiële verhoudingen,2002,17712,False,sectoraal,gemiddeld,hoog,beperkt,False,False,eerste_orde,3,31,ONBEKEND,ONBEKEND,3,0,9,2,2,11
9725,Raad_voor_het_Openbaar_Bestuur_688,Raad voor het Openbaar Bestuur,2002,21615,False,sectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,10,15,GEVRAAGD,MINISTER,,0,3,9,2,5
9734,Raad_voor_het_Openbaar_Bestuur_702,Raad voor het Openbaar Bestuur,2002,13187,False,intersectoraal,hoog,gemiddeld,beperkt,False,False,tweede_orde,13,14,GEVRAAGD,MINISTER,,0,0,0,0,0
9755,Raad_voor_het_Openbaar_Bestuur_709,Raad voor het Openbaar Bestuur,2002,16912,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,37,13,GEVRAAGD,MINISTER,,0,6,10,2,8
9757,Raad_voor_het_Openbaar_Bestuur_711,Raad voor het Openbaar Bestuur,2002,18655,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,17,9,GEVRAAGD,MINISTER,,0,4,6,6,10
9762,Raad_voor_het_Openbaar_Bestuur_719,Raad voor het Openbaar Bestuur,2001,23169,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,32,17,GEVRAAGD,MINISTER,,0,5,8,1,6
9763,Raad_voor_het_Openbaar_Bestuur_718,Raad voor het Openbaar Bestuur,2001,19749,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,19,15,GEVRAAGD,MINISTER,,0,3,9,6,9
9766,Raad_voor_het_Openbaar_Bestuur_703,Raad voor het Openbaar Bestuur,2002,31788,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,7,9,GEVRAAGD,MINISTER,7,0,1,5,3,4
9771,Raad_voor_het_Openbaar_Bestuur_705,Raad voor het Openbaar Bestuur,2003,34972,False,intersectoraal,hoog,gemiddeld,beperkt,False,True,tweede_orde,20,7,GEVRAAGD,MINISTER,,0,2,10,6,8
9776,Raad_voor_het_Openbaar_Bestuur_738,Raad voor het Openbaar Bestuur,2001,9789,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,14,8,GEVRAAGD,MINISTER,,0,0,0,3,3
9787,Raad_voor_het_Openbaar_Bestuur_742,Raad voor het Openbaar Bestuur,2000,18440,False,sectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,25,24,GEVRAAGD,MINISTER,,0,3,7,3,5
9789,Raad_voor_het_Openbaar_Bestuur_758,Raad voor het Openbaar Bestuur,2000,19739,False,intersectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,6,9,ONBEKEND,ONBEKEND,6,0,3,7,6,8
9791,Raad_voor_het_Openbaar_Bestuur_752,Raad voor het Openbaar Bestuur,2000,20582,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,17,14,ONBEKEND,ONBEKEND,,0,4,10,8,12
9793,Raad_voor_het_Openbaar_Bestuur_760,Raad voor het Openbaar Bestuur,2000,24842,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,29,9,GEVRAAGD,MINISTER,,0,3,10,3,6
9796,Raad_voor_het_Openbaar_Bestuur_766,Raad voor het Openbaar Bestuur,1999,9248,False,sectoraal,gemiddeld,hoog,beperkt,False,True,tweede_orde,26,5,GEVRAAGD,STAATSSECRETARIS,,0,8,6,1,9
9797,Raad_voor_het_Openbaar_Bestuur_753,Raad voor het Openbaar Bestuur,2000,34429,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,13,21,GEVRAAGD,MINISTER,13,0,2,7,3,5
9801,Raad_voor_het_Openbaar_Bestuur_764,Raad voor het Openbaar Bestuur,1999,18332,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,19,22,GEVRAAGD,MINISTER,,0,2,3,3,5
9811,Raad_voor_het_Openbaar_Bestuur_767,Raad voor het Openbaar Bestuur,1999,18373,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,34,15,GEVRAAGD,MINISTER,,0,2,6,3,5
9817,Raad_voor_het_Openbaar_Bestuur_789,Raad voor het Openbaar Bestuur,1999,4502,False,sectoraal,gemiddeld,hoog,beperkt,False,True,tweede_orde,12,6,GEVRAAGD,MINISTER,,0,2,8,2,3
9823,Raad_voor_het_Openbaar_Bestuur_782,Raad voor het Openbaar Bestuur,1999,12469,False,intersectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,14,24,GEVRAAGD,MINISTER,,0,3,5,5,7
9829,Raad_voor_het_Openbaar_Bestuur_788,Raad voor het Openbaar Bestuur,1999,11887,False,intersectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,10,23,GEVRAAGD,MINISTER,10,0,1,14,4,5
9831,Raad_voor_het_Openbaar_Bestuur_793,Raad voor het Openbaar Bestuur,1998,11314,False,intersectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,12,17,GEVRAAGD,MINISTER,12,0,4,10,0,4
9837,Raad_voor_het_Openbaar_Bestuur_795,Raad voor het Openbaar Bestuur,1998,12869,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,29,25,GEVRAAGD,MINISTER,,0,2,8,2,4
9840,Raad_voor_het_Openbaar_Bestuur_797,Raad voor het Openbaar Bestuur,1998,12066,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,13,14,GEVRAAGD,MINISTER,,0,2,8,0,2
9846,Raad_voor_het_Openbaar_Bestuur_811,Raad voor het Openbaar Bestuur,1998,8140,False,sectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,7,7,ONBEKEND,ONBEKEND,,0,2,3,0,2
9847,Raad_voor_het_Openbaar_Bestuur_802,Raad voor het Openbaar Bestuur,1998,21747,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,17,44,GEVRAAGD,MINISTER,,0,1,0,2,3
9848,Raad_voor_het_Openbaar_Bestuur_812,Raad voor het Openbaar Bestuur,1998,11505,False,intersectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,13,25,GEVRAAGD,MINISTER,13,0,3,10,3,6
9850,Raad_voor_het_Openbaar_Bestuur_804,Raad voor de financiële verhoudingen,1998,9757,False,sectoraal,hoog,gemiddeld,beperkt,False,False,tweede_orde,15,6,GEVRAAGD,MINISTER,,0,0,11,0,0
9852,Raad_voor_het_Openbaar_Bestuur_810,Raad voor het Openbaar Bestuur,1998,13682,False,sectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,11,16,GEVRAAGD,MINISTER,,0,2,4,2,4
9855,Raad_voor_het_Openbaar_Bestuur_820,Raad voor het Openbaar Bestuur,1997,9477,False,sectoraal,gemiddeld,hoog,beperkt,False,True,tweede_orde,20,29,GEVRAAGD,MINISTER,,0,0,0,3,3
9865,Raad_voor_het_Openbaar_Bestuur_822,Raad voor het Openbaar Bestuur,1997,17409,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,17,28,GEVRAAGD,MINISTER,,0,1,7,1,2
9866,Raad_voor_het_Openbaar_Bestuur_821,Raad voor het Openbaar Bestuur,1997,23311,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,True,tweede_orde,17,5,GEVRAAGD,MINISTER,,0,0,8,3,3
9876,Raad_voor_Volksgezondheid_en_Samenleving_007,Raad voor Volksgezondheid en Samenleving,,17967,False,intersectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,8,15,ONBEKEND,ONBEKEND,8,0,1,3,10,11
9879,Raad_voor_Volksgezondheid_en_Samenleving_010,Raad voor Volksgezondheid en Samenleving,2025,28942,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,15,21,ONBEKEND,ONBEKEND,,0,3,5,18,21
9881,Raad_voor_Volksgezondheid_en_Samenleving_003,Raad voor Volksgezondheid en Samenleving,2026,23628,False,sectoraal,gemiddeld,gemiddeld,onbekend,False,False,tweede_orde,10,14,ONBEKEND,ONBEKEND,,0,3,4,8,11
9884,Raad_voor_Volksgezondheid_en_Samenleving_016,Raad voor Volksgezondheid en Samenleving,2024,7732,False,sectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,7,16,ONBEKEND,ONBEKEND,,0,2,9,3,5
9887,Raad_voor_Volksgezondheid_en_Samenleving_012,Raad voor Volksgezondheid en Samenleving,2025,39057,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,17,18,ONBEKEND,ONBEKEND,,0,4,5,7,11
9894,Raad_voor_Volksgezondheid_en_Samenleving_023,Raad voor Volksgezondheid en Samenleving,,25175,False,intersectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,14,14,GEVRAAGD,MINISTER,14,0,7,9,4,11
9897,Raad_voor_Volksgezondheid_en_Samenleving_005,Raad voor Volksgezondheid en Samenleving,2025,30427,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,14,20,ONBEKEND,ONBEKEND,,0,7,9,7,12
9902,Raad_voor_Volksgezondheid_en_Samenleving_022,Raad voor Volksgezondheid en Samenleving,2023,27621,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,18,18,GEVRAAGD,STAATSSECRETARIS,,0,8,15,11,19
9905,Raad_voor_Volksgezondheid_en_Samenleving_042,Raad voor Volksgezondheid en Samenleving,2023,25134,False,intersectoraal,gemiddeld,gemiddeld,hoog,False,True,tweede_orde,18,34,ONBEKEND,ONBEKEND,,0,5,6,4,9
9907,Raad_voor_Volksgezondheid_en_Samenleving_045,Raad voor Volksgezondheid en Samenleving,2023,16957,False,intersectoraal,gemiddeld,gemiddeld,hoog,False,False,tweede_orde,20,14,GEVRAAGD,MINISTER,,0,3,4,8,11
9909,Raad_voor_Volksgezondheid_en_Samenleving_028,Raad voor Volksgezondheid en Samenleving,2024,31768,False,intersectoraal,gemiddeld,gemiddeld,hoog,False,False,derde_orde,12,32,ONBEKEND,ONBEKEND,,0,3,3,10,11
9927,Raad_voor_Volksgezondheid_en_Samenleving_065,Raad voor Volksgezondheid en Samenleving,2022,7774,False,sectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,10,10,ONBEKEND,ONBEKEND,,0,2,9,5,7
9929,Raad_voor_Volksgezondheid_en_Samenleving_067,Raad voor Volksgezondheid en Samenleving,2022,12036,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,19,16,ONBEKEND,ONBEKEND,,0,3,8,5,8
9930,Raad_voor_Volksgezondheid_en_Samenleving_070,Raad voor Volksgezondheid en Samenleving,2022,12579,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,6,9,ONBEKEND,ONBEKEND,,0,6,3,1,6
9931,Raad_voor_Volksgezondheid_en_Samenleving_066,Raad voor Volksgezondheid en Samenleving,2022,24228,False,intersectoraal,gemiddeld,gemiddeld,onbekend,False,False,tweede_orde,16,17,ONBEKEND,ONBEKEND,,0,10,6,7,17
9943,Raad_voor_Volksgezondheid_en_Samenleving_074,Raad voor Volksgezondheid en Samenleving,2022,14154,False,intersectoraal,gemiddeld,gemiddeld,hoog,False,False,tweede_orde,5,16,ONBEKEND,ONBEKEND,,0,22,9,6,20
9945,Raad_voor_Volksgezondheid_en_Samenleving_072,Raad voor Volksgezondheid en Samenleving,2022,32458,False,intersectoraal,gemiddeld,gemiddeld,hoog,False,True,tweede_orde,27,14,ONBEKEND,ONBEKEND,,0,5,12,2,7
9946,Raad_voor_Volksgezondheid_en_Samenleving_038,Raad voor Volksgezondheid en Samenleving,,31839,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,8,23,ONBEKEND,ONBEKEND,8,0,4,11,9,12
9952,Raad_voor_Volksgezondheid_en_Samenleving_091,Raad voor Volksgezondheid en Samenleving,2021,2706,False,intersectoraal,laag,gemiddeld,beperkt,False,False,derde_orde,16,7,ONBEKEND,ONBEKEND,,0,0,0,4,4
9955,Raad_voor_Volksgezondheid_en_Samenleving_079,Raad voor Volksgezondheid en Samenleving,2021,16934,False,intersectoraal,gemiddeld,gemiddeld,hoog,False,False,tweede_orde,11,11,ONBEKEND,ONBEKEND,,0,4,4,2,6
9956,Raad_voor_Volksgezondheid_en_Samenleving_087,Raad voor Volksgezondheid en Samenleving,2021,16221,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,16,9,ONBEKEND,ONBEKEND,7,0,6,7,4,10
9961,Raad_voor_Volksgezondheid_en_Samenleving_069,Raad voor Volksgezondheid en Samenleving,2022,22578,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,36,14,ONBEKEND,ONBEKEND,,0,3,8,8,11
9970,Raad_voor_Volksgezondheid_en_Samenleving_085,Raad voor Volksgezondheid en Samenleving,2021,14137,False,intersectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,17,14,ONBEKEND,ONBEKEND,,0,4,5,8,12
9979,Raad_voor_Volksgezondheid_en_Samenleving_097,Raad voor Volksgezondheid en Samenleving,2020,18910,False,sectoraal,gemiddeld,gemiddeld,hoog,False,False,tweede_orde,18,25,GEVRAAGD,MINISTER,,0,8,11,4,12
9989,Raad_voor_Volksgezondheid_en_Samenleving_113,Raad voor Volksgezondheid en Samenleving,2020,18228,False,sectoraal,gemiddeld,hoog,beperkt,False,True,tweede_orde,27,12,GEVRAAGD,TWEEDE_KAMER,,0,10,8,7,16
9998,Raad_voor_Volksgezondheid_en_Samenleving_121,Raad voor Volksgezondheid en Samenleving,2020,6440,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,14,11,ONBEKEND,ONBEKEND,,0,3,8,5,8
10008,Raad_voor_Volksgezondheid_en_Samenleving_110,Raad voor Volksgezondheid en Samenleving,2020,13428,False,sectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,11,12,GEVRAAGD,MINISTER,4,0,6,4,6,12
10013,Raad_voor_Volksgezondheid_en_Samenleving_125,Raad voor Volksgezondheid en Samenleving,2020,20284,False,intersectoraal,gemiddeld,gemiddeld,hoog,False,False,derde_orde,36,22,GEVRAAGD,STAATSSECRETARIS,,0,3,3,3,6
10020,Raad_voor_Volksgezondheid_en_Samenleving_145,Raad voor Volksgezondheid en Samenleving,2019,17551,False,sectoraal,gemiddeld,gemiddeld,hoog,False,False,tweede_orde,8,8,ONBEKEND,ONBEKEND,,0,9,5,2,11
10021,Raad_voor_Volksgezondheid_en_Samenleving_140,Raad voor Volksgezondheid en Samenleving,2020,20644,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,14,17,ONBEKEND,ONBEKEND,,0,7,12,3,9
10029,Raad_voor_Volksgezondheid_en_Samenleving_156,Raad voor Volksgezondheid en Samenleving,2019,20886,False,sectoraal,gemiddeld,hoog,beperkt,True,True,tweede_orde,15,17,GEVRAAGD,MINISTER,,0,8,3,4,12
10057,Raad_voor_Volksgezondheid_en_Samenleving_173,Raad voor Volksgezondheid en Samenleving,2019,20797,False,sectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,15,15,ONBEKEND,ONBEKEND,,0,4,4,2,6
10071,Raad_voor_Volksgezondheid_en_Samenleving_202,Raad voor Volksgezondheid en Samenleving,,17050,False,intersectoraal,gemiddeld,hoog,beperkt,False,True,tweede_orde,7,22,GEVRAAGD,MINISTER,7,0,6,8,3,9
10073,Raad_voor_Volksgezondheid_en_Samenleving_190,Raad voor Volksgezondheid en Samenleving,2018,23153,False,intersectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,7,16,GEVRAAGD,STAATSSECRETARIS,7,0,5,8,5,9
10075,Raad_voor_Volksgezondheid_en_Samenleving_181,Raad voor Volksgezondheid en Samenleving,2018,24141,False,intersectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,27,24,ONBEKEND,ONBEKEND,,0,5,3,3,8
10081,Raad_voor_Volksgezondheid_en_Samenleving_217,Raad voor Volksgezondheid en Samenleving,2017,17381,False,intersectoraal,gemiddeld,gemiddeld,hoog,False,False,derde_orde,36,23,ONBEKEND,ONBEKEND,,0,8,11,1,8
10083,Raad_voor_Volksgezondheid_en_Samenleving_216,Raad voor Volksgezondheid en Samenleving,2017,20740,False,intersectoraal,hoog,gemiddeld,hoog,False,False,tweede_orde,18,24,GEVRAAGD,MINISTER,,0,7,8,3,9
10091,Raad_voor_Volksgezondheid_en_Samenleving_225,Raad voor Volksgezondheid en Samenleving,2017,11025,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,13,14,ONBEKEND,ONBEKEND,,0,1,3,6,7
10096,Raad_voor_Volksgezondheid_en_Samenleving_211,Raad voor Volksgezondheid en Samenleving,2017,21944,False,sectoraal,gemiddeld,gemiddeld,beperkt,False,True,tweede_orde,16,11,GEVRAAGD,MINISTER,6,0,5,8,7,8
10108,Raad_voor_Volksgezondheid_en_Samenleving_234,Raad voor Volksgezondheid en Samenleving,2017,23064,False,intersectoraal,gemiddeld,gemiddeld,hoog,False,False,derde_orde,18,10,ONBEKEND,ONBEKEND,,0,3,11,4,7
10126,Raad_voor_Volksgezondheid_en_Samenleving_240,Raad voor Volksgezondheid en Samenleving,2017,16150,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,8,26,ONBEKEND,ONBEKEND,,0,2,7,3,5
10139,Raad_voor_Volksgezondheid_en_Samenleving_270,Raad voor Volksgezondheid en Samenleving,2016,19128,False,sectoraal,gemiddeld,gemiddeld,hoog,False,False,tweede_orde,13,13,ONBEKEND,ONBEKEND,,0,8,3,5,10
10145,Raad_voor_Volksgezondheid_en_Samenleving_271,Raad voor Volksgezondheid en Samenleving,2016,32059,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,derde_orde,2,9,ONBEKEND,ONBEKEND,2,0,4,2,5,9
10154,Raad_voor_Volksgezondheid_en_Samenleving_288,Raad voor de Volksgezondheid en Zorg,2015,25414,False,intersectoraal,gemiddeld,gemiddeld,hoog,True,False,tweede_orde,21,19,GEVRAAGD,MINISTER,,0,9,8,3,11
10161,Raad_voor_Volksgezondheid_en_Samenleving_294,Raad voor de Volksgezondheid en Zorg,2014,15763,False,sectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,17,10,ONBEKEND,ONBEKEND,,0,7,5,9,16
10162,Raad_voor_Volksgezondheid_en_Samenleving_291,Raad voor de Volksgezondheid en Zorg,2015,18502,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,27,6,ONBEKEND,ONBEKEND,,0,4,7,6,10
10180,Raad_voor_Volksgezondheid_en_Samenleving_312,Raad voor Maatschappelijke Ontwikkeling,2014,20652,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,3,15,ONBEKEND,ONBEKEND,,0,2,4,1,3
10186,Raad_voor_Volksgezondheid_en_Samenleving_300,Raad voor Maatschappelijke Ontwikkeling,2014,21179,False,sectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,19,18,GEVRAAGD,MINISTER,,0,3,10,5,8
10189,Raad_voor_Volksgezondheid_en_Samenleving_323,Raad voor de Volksgezondheid en Zorg,2014,26774,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,33,8,GEVRAAGD,MINISTER,7,0,5,7,3,8
10201,Raad_voor_Volksgezondheid_en_Samenleving_311,Raad voor Maatschappelijke Ontwikkeling,2011,47234,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,13,13,GEVRAAGD,MINISTER,,0,5,3,3,8
10206,Raad_voor_Volksgezondheid_en_Samenleving_342,Raad voor de Volksgezondheid en Zorg,2014,14833,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,10,8,ONBEKEND,ONBEKEND,5,0,12,8,3,15
10223,Raad_voor_Volksgezondheid_en_Samenleving_347,Raad voor de Volksgezondheid en Zorg,2013,24049,False,sectoraal,hoog,gemiddeld,hoog,False,True,tweede_orde,32,8,GEVRAAGD,MINISTER,,0,9,14,6,15
10224,Raad_voor_Volksgezondheid_en_Samenleving_361,Raad voor Maatschappelijke Ontwikkeling,2013,34716,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,derde_orde,23,7,GEVRAAGD,MINISTER,3,0,3,4,4,7
10225,Raad_voor_Volksgezondheid_en_Samenleving_355,Raad voor Volksgezondheid en Samenleving,2013,15918,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,21,16,GEVRAAGD,MINISTER,,0,3,11,10,12
10227,Raad_voor_Volksgezondheid_en_Samenleving_365,Raad voor de Volksgezondheid en Zorg,2013,23350,False,sectoraal,gemiddeld,gemiddeld,hoog,False,False,tweede_orde,39,21,GEVRAAGD,MINISTER,,0,14,28,12,26
10239,Raad_voor_Volksgezondheid_en_Samenleving_376,Raad voor Maatschappelijke Ontwikkeling,2013,50944,False,intersectoraal,laag,gemiddeld,beperkt,False,False,tweede_orde,3,7,GEVRAAGD,MINISTER,2,0,3,2,1,4
10248,Raad_voor_Volksgezondheid_en_Samenleving_374,Raad voor de Volksgezondheid en Zorg,2013,22211,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,20,25,ONBEKEND,ONBEKEND,,0,3,7,4,7
10254,Raad_voor_Volksgezondheid_en_Samenleving_369,Raad voor Maatschappelijke Ontwikkeling,2013,24606,False,sectoraal,laag,gemiddeld,beperkt,False,False,tweede_orde,4,23,GEVRAAGD,MINISTER,4,0,1,4,5,6
10264,Raad_voor_Volksgezondheid_en_Samenleving_394,Raad voor de Volksgezondheid en Zorg,2012,28651,False,intersectoraal,gemiddeld,gemiddeld,hoog,False,False,tweede_orde,14,16,ONBEKEND,ONBEKEND,,0,7,7,6,13
10276,Raad_voor_Volksgezondheid_en_Samenleving_408,Raad voor de Volksgezondheid en Zorg,2012,21914,False,intersectoraal,hoog,gemiddeld,beperkt,False,False,tweede_orde,26,14,GEVRAAGD,MINISTER,,0,6,7,2,8
10281,Raad_voor_Volksgezondheid_en_Samenleving_413,Raad voor de Volksgezondheid en Zorg,2012,21811,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,22,8,GEVRAAGD,MINISTER,,0,7,5,6,13
10295,Raad_voor_Volksgezondheid_en_Samenleving_426,Raad voor Maatschappelijke Ontwikkeling,2011,43794,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,6,21,ONBEKEND,ONBEKEND,,0,4,2,5,9
10300,Raad_voor_Volksgezondheid_en_Samenleving_438,Raad voor de Volksgezondheid en Zorg,2011,21969,False,intersectoraal,gemiddeld,gemiddeld,hoog,True,False,tweede_orde,21,3,GEVRAAGD,MINISTER,,0,15,7,6,19
10308,Raad_voor_Volksgezondheid_en_Samenleving_421,Raad voor Maatschappelijke Ontwikkeling,2012,39960,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,derde_orde,22,10,GEVRAAGD,MINISTER,,0,4,2,3,7
10316,Raad_voor_Volksgezondheid_en_Samenleving_453,Raad voor Maatschappelijke Ontwikkeling,2011,53372,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,derde_orde,25,18,ONBEKEND,ONBEKEND,,0,3,0,2,5
10320,Raad_voor_Volksgezondheid_en_Samenleving_449,Raad voor de Volksgezondheid en Zorg,2011,21892,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,17,7,ONBEKEND,ONBEKEND,,0,9,10,5,13
10324,Raad_voor_Volksgezondheid_en_Samenleving_459,Raad voor de Volksgezondheid en Zorg,2011,19088,False,intersectoraal,gemiddeld,gemiddeld,hoog,False,False,tweede_orde,27,8,ONBEKEND,ONBEKEND,,0,10,6,3,13
